filename,label
train/Image_94.jpg,CLOUDED SULPHUR
train/Image_95.jpg,CRIMSON PATCH
train/Image_96.jpg,GOLD BANDED
train/Image_97.jpg,SCARCE SWALLOW
train/Image_98.jpg,PAPER KITE
train/Image_99.jpg,CABBAGE WHITE
train/Image_100.jpg,COPPER TAIL
train/Image_101.jpg,BECKERS WHITE
train/Image_102.jpg,RED SPOTTED PURPLE
train/Image_103.jpg,COPPER TAIL
train/Image_104.jpg,ATALA
train/Image_105.jpg,BROWN SIPROETA
train/Image_106.jpg,DANAID EGGFLY
train/Image_107.jpg,MILBERTS TORTOISESHELL
train/Image_108.jpg,INDRA SWALLOW
train/Image_109.jpg,SILVER SPOT SKIPPER
train/Image_110.jpg,PURPLISH COPPER
train/Image_111.jpg,BROWN SIPROETA
train/Image_112.jpg,COMMON WOOD-NYMPH
train/Image_113.jpg,DANAID EGGFLY
train/Image_114.jpg,BLACK HAIRSTREAK
train/Image_115.jpg,RED POSTMAN
train/Image_116.jpg,CABBAGE WHITE
train/Image_117.jpg,AMERICAN SNOOT
train/Image_118.jpg,BECKERS WHITE
train/Image_119.jpg,CABBAGE WHITE
train/Image_120.jpg,MILBERTS TORTOISESHELL
train/Image_121.jpg,JULIA
train/Image_122.jpg,BLUE SPOTTED CROW
train/Image_123.jpg,AN 88
train/Image_124.jpg,MONARCH
train/Image_125.jpg,ULYSES
train/Image_126.jpg,MANGROVE SKIPPER
train/Image_127.jpg,RED SPOTTED PURPLE
train/Image_128.jpg,COMMON BANDED AWL
train/Image_129.jpg,CRECENT
train/Image_130.jpg,GOLD BANDED
train/Image_131.jpg,INDRA SWALLOW
train/Image_132.jpg,GREAT JAY
train/Image_133.jpg,SOUTHERN DOGFACE
train/Image_134.jpg,CLOUDED SULPHUR
train/Image_135.jpg,SILVER SPOT SKIPPER
train/Image_136.jpg,CABBAGE WHITE
train/Image_137.jpg,CLOUDED SULPHUR
train/Image_138.jpg,METALMARK
train/Image_139.jpg,TROPICAL LEAFWING
train/Image_140.jpg,GREEN CELLED CATTLEHEART
train/Image_141.jpg,SLEEPY ORANGE
train/Image_142.jpg,PURPLE HAIRSTREAK
train/Image_143.jpg,SLEEPY ORANGE
train/Image_144.jpg,ELBOWED PIERROT
train/Image_145.jpg,SOUTHERN DOGFACE
train/Image_146.jpg,RED POSTMAN
train/Image_147.jpg,PURPLISH COPPER
train/Image_148.jpg,CRECENT
train/Image_149.jpg,PURPLISH COPPER
train/Image_150.jpg,ORANGE TIP
train/Image_151.jpg,RED SPOTTED PURPLE
train/Image_152.jpg,GREAT EGGFLY
train/Image_153.jpg,MOURNING CLOAK
train/Image_154.jpg,MANGROVE SKIPPER
train/Image_155.jpg,ORCHARD SWALLOW
train/Image_156.jpg,GREEN CELLED CATTLEHEART
train/Image_157.jpg,ZEBRA LONG WING
train/Image_158.jpg,WOOD SATYR
train/Image_159.jpg,ZEBRA LONG WING
train/Image_160.jpg,CLOUDED SULPHUR
train/Image_161.jpg,PEACOCK
train/Image_162.jpg,ELBOWED PIERROT
train/Image_163.jpg,COMMON WOOD-NYMPH
train/Image_164.jpg,CABBAGE WHITE
train/Image_165.jpg,PURPLISH COPPER
train/Image_166.jpg,PEACOCK
train/Image_167.jpg,SOOTYWING
train/Image_168.jpg,RED POSTMAN
train/Image_169.jpg,MESTRA
train/Image_170.jpg,CRECENT
train/Image_171.jpg,EASTERN PINE ELFIN
train/Image_172.jpg,ORANGE OAKLEAF
train/Image_173.jpg,TROPICAL LEAFWING
train/Image_174.jpg,RED SPOTTED PURPLE
train/Image_175.jpg,QUESTION MARK
train/Image_176.jpg,MESTRA
train/Image_177.jpg,MILBERTS TORTOISESHELL
train/Image_178.jpg,MESTRA
train/Image_179.jpg,RED SPOTTED PURPLE
train/Image_180.jpg,PAINTED LADY
train/Image_181.jpg,ULYSES
train/Image_182.jpg,PIPEVINE SWALLOW
train/Image_183.jpg,SOOTYWING
train/Image_184.jpg,EASTERN DAPPLE WHITE
train/Image_185.jpg,RED ADMIRAL
train/Image_186.jpg,STRAITED QUEEN
train/Image_187.jpg,EASTERN COMA
train/Image_188.jpg,ELBOWED PIERROT
train/Image_189.jpg,BANDED PEACOCK
train/Image_190.jpg,TROPICAL LEAFWING
train/Image_191.jpg,BROWN SIPROETA
train/Image_192.jpg,EASTERN DAPPLE WHITE
train/Image_193.jpg,MESTRA
train/Image_194.jpg,SILVER SPOT SKIPPER
train/Image_195.jpg,EASTERN PINE ELFIN
train/Image_196.jpg,DANAID EGGFLY
train/Image_197.jpg,BLUE SPOTTED CROW
train/Image_198.jpg,SCARCE SWALLOW
train/Image_199.jpg,EASTERN PINE ELFIN
train/Image_200.jpg,STRAITED QUEEN
train/Image_201.jpg,EASTERN COMA
train/Image_202.jpg,MESTRA
train/Image_203.jpg,MANGROVE SKIPPER
train/Image_204.jpg,YELLOW SWALLOW TAIL
train/Image_205.jpg,PURPLISH COPPER
train/Image_206.jpg,IPHICLUS SISTER
train/Image_207.jpg,BLUE MORPHO
train/Image_208.jpg,METALMARK
train/Image_209.jpg,PURPLISH COPPER
train/Image_210.jpg,ORCHARD SWALLOW
train/Image_211.jpg,MILBERTS TORTOISESHELL
train/Image_212.jpg,SLEEPY ORANGE
train/Image_213.jpg,COMMON BANDED AWL
train/Image_214.jpg,GREEN CELLED CATTLEHEART
train/Image_215.jpg,BECKERS WHITE
train/Image_216.jpg,COMMON BANDED AWL
train/Image_217.jpg,BANDED PEACOCK
train/Image_218.jpg,ULYSES
train/Image_219.jpg,ULYSES
train/Image_220.jpg,CRECENT
train/Image_221.jpg,DANAID EGGFLY
train/Image_222.jpg,LARGE MARBLE
train/Image_223.jpg,POPINJAY
train/Image_224.jpg,PURPLISH COPPER
train/Image_225.jpg,MOURNING CLOAK
train/Image_226.jpg,GREAT EGGFLY
train/Image_227.jpg,COPPER TAIL
train/Image_228.jpg,SOOTYWING
train/Image_229.jpg,GOLD BANDED
train/Image_230.jpg,BLUE SPOTTED CROW
train/Image_231.jpg,RED POSTMAN
train/Image_232.jpg,CRIMSON PATCH
train/Image_233.jpg,CLEOPATRA
train/Image_234.jpg,MOURNING CLOAK
train/Image_235.jpg,LARGE MARBLE
train/Image_236.jpg,BLACK HAIRSTREAK
train/Image_237.jpg,CRECENT
train/Image_238.jpg,ELBOWED PIERROT
train/Image_239.jpg,AMERICAN SNOOT
train/Image_240.jpg,COPPER TAIL
train/Image_241.jpg,TROPICAL LEAFWING
train/Image_242.jpg,RED ADMIRAL
train/Image_243.jpg,PEACOCK
train/Image_244.jpg,STRAITED QUEEN
train/Image_245.jpg,BECKERS WHITE
train/Image_246.jpg,COPPER TAIL
train/Image_247.jpg,YELLOW SWALLOW TAIL
train/Image_248.jpg,GREEN CELLED CATTLEHEART
train/Image_249.jpg,MONARCH
train/Image_250.jpg,STRAITED QUEEN
train/Image_251.jpg,MOURNING CLOAK
train/Image_252.jpg,SILVER SPOT SKIPPER
train/Image_253.jpg,ATALA
train/Image_254.jpg,PEACOCK
train/Image_255.jpg,PURPLE HAIRSTREAK
train/Image_256.jpg,INDRA SWALLOW
train/Image_257.jpg,GREY HAIRSTREAK
train/Image_258.jpg,CHECQUERED SKIPPER
train/Image_259.jpg,ATALA
train/Image_260.jpg,CAIRNS BIRDWING
train/Image_261.jpg,CLOUDED SULPHUR
train/Image_262.jpg,PINE WHITE
train/Image_263.jpg,BECKERS WHITE
train/Image_264.jpg,COPPER TAIL
train/Image_265.jpg,MALACHITE
train/Image_266.jpg,BROWN SIPROETA
train/Image_267.jpg,ORCHARD SWALLOW
train/Image_268.jpg,ELBOWED PIERROT
train/Image_269.jpg,SOUTHERN DOGFACE
train/Image_270.jpg,PEACOCK
train/Image_271.jpg,PAPER KITE
train/Image_272.jpg,SLEEPY ORANGE
train/Image_273.jpg,BECKERS WHITE
train/Image_274.jpg,GOLD BANDED
train/Image_275.jpg,BROWN SIPROETA
train/Image_276.jpg,SCARCE SWALLOW
train/Image_277.jpg,EASTERN PINE ELFIN
train/Image_278.jpg,MOURNING CLOAK
train/Image_279.jpg,BLUE SPOTTED CROW
train/Image_280.jpg,ADONIS
train/Image_281.jpg,STRAITED QUEEN
train/Image_282.jpg,PAINTED LADY
train/Image_283.jpg,MOURNING CLOAK
train/Image_284.jpg,COMMON WOOD-NYMPH
train/Image_285.jpg,COMMON BANDED AWL
train/Image_286.jpg,BANDED ORANGE HELICONIAN
train/Image_287.jpg,ZEBRA LONG WING
train/Image_288.jpg,WOOD SATYR
train/Image_289.jpg,ELBOWED PIERROT
train/Image_290.jpg,AFRICAN GIANT SWALLOWTAIL
train/Image_291.jpg,MANGROVE SKIPPER
train/Image_292.jpg,SLEEPY ORANGE
train/Image_293.jpg,GREAT EGGFLY
train/Image_294.jpg,STRAITED QUEEN
train/Image_295.jpg,ATALA
train/Image_296.jpg,PINE WHITE
train/Image_297.jpg,BROWN SIPROETA
train/Image_298.jpg,RED ADMIRAL
train/Image_299.jpg,CAIRNS BIRDWING
train/Image_300.jpg,METALMARK
train/Image_301.jpg,CHESTNUT
train/Image_302.jpg,EASTERN COMA
train/Image_303.jpg,GREAT JAY
train/Image_304.jpg,APPOLLO
train/Image_305.jpg,CLODIUS PARNASSIAN
train/Image_306.jpg,ORCHARD SWALLOW
train/Image_307.jpg,GREAT JAY
train/Image_308.jpg,AMERICAN SNOOT
train/Image_309.jpg,SLEEPY ORANGE
train/Image_310.jpg,ELBOWED PIERROT
train/Image_311.jpg,EASTERN DAPPLE WHITE
train/Image_312.jpg,DANAID EGGFLY
train/Image_313.jpg,SLEEPY ORANGE
train/Image_314.jpg,DANAID EGGFLY
train/Image_315.jpg,GREY HAIRSTREAK
train/Image_316.jpg,EASTERN PINE ELFIN
train/Image_317.jpg,ATALA
train/Image_318.jpg,MONARCH
train/Image_319.jpg,ORANGE OAKLEAF
train/Image_320.jpg,ELBOWED PIERROT
train/Image_321.jpg,AN 88
train/Image_322.jpg,GREEN CELLED CATTLEHEART
train/Image_323.jpg,MOURNING CLOAK
train/Image_324.jpg,BLUE MORPHO
train/Image_325.jpg,APPOLLO
train/Image_326.jpg,CABBAGE WHITE
train/Image_327.jpg,IPHICLUS SISTER
train/Image_328.jpg,LARGE MARBLE
train/Image_329.jpg,ORANGE OAKLEAF
train/Image_330.jpg,ADONIS
train/Image_331.jpg,GREAT EGGFLY
train/Image_332.jpg,BLACK HAIRSTREAK
train/Image_333.jpg,EASTERN COMA
train/Image_334.jpg,RED CRACKER
train/Image_335.jpg,AMERICAN SNOOT
train/Image_336.jpg,EASTERN COMA
train/Image_337.jpg,BLACK HAIRSTREAK
train/Image_338.jpg,PINE WHITE
train/Image_339.jpg,CLODIUS PARNASSIAN
train/Image_340.jpg,SOUTHERN DOGFACE
train/Image_341.jpg,BROWN SIPROETA
train/Image_342.jpg,EASTERN DAPPLE WHITE
train/Image_343.jpg,AN 88
train/Image_344.jpg,SOUTHERN DOGFACE
train/Image_345.jpg,BLACK HAIRSTREAK
train/Image_346.jpg,TROPICAL LEAFWING
train/Image_347.jpg,BANDED PEACOCK
train/Image_348.jpg,ADONIS
train/Image_349.jpg,ATALA
train/Image_350.jpg,RED POSTMAN
train/Image_351.jpg,CHESTNUT
train/Image_352.jpg,GREAT JAY
train/Image_353.jpg,WOOD SATYR
train/Image_354.jpg,CABBAGE WHITE
train/Image_355.jpg,PINE WHITE
train/Image_356.jpg,INDRA SWALLOW
train/Image_357.jpg,ELBOWED PIERROT
train/Image_358.jpg,EASTERN PINE ELFIN
train/Image_359.jpg,MILBERTS TORTOISESHELL
train/Image_360.jpg,CLODIUS PARNASSIAN
train/Image_361.jpg,PEACOCK
train/Image_362.jpg,PURPLE HAIRSTREAK
train/Image_363.jpg,EASTERN COMA
train/Image_364.jpg,BECKERS WHITE
train/Image_365.jpg,QUESTION MARK
train/Image_366.jpg,COMMON BANDED AWL
train/Image_367.jpg,CHESTNUT
train/Image_368.jpg,BLACK HAIRSTREAK
train/Image_369.jpg,RED POSTMAN
train/Image_370.jpg,TWO BARRED FLASHER
train/Image_371.jpg,JULIA
train/Image_372.jpg,VICEROY
train/Image_373.jpg,SLEEPY ORANGE
train/Image_374.jpg,AFRICAN GIANT SWALLOWTAIL
train/Image_375.jpg,BANDED ORANGE HELICONIAN
train/Image_376.jpg,MALACHITE
train/Image_377.jpg,CLOUDED SULPHUR
train/Image_378.jpg,EASTERN COMA
train/Image_379.jpg,BLACK HAIRSTREAK
train/Image_380.jpg,ATALA
train/Image_381.jpg,ATALA
train/Image_382.jpg,CRECENT
train/Image_383.jpg,IPHICLUS SISTER
train/Image_384.jpg,ZEBRA LONG WING
train/Image_385.jpg,MONARCH
train/Image_386.jpg,ORANGE OAKLEAF
train/Image_387.jpg,AMERICAN SNOOT
train/Image_388.jpg,SOUTHERN DOGFACE
train/Image_389.jpg,MALACHITE
train/Image_390.jpg,CABBAGE WHITE
train/Image_391.jpg,CRECENT
train/Image_392.jpg,CHECQUERED SKIPPER
train/Image_393.jpg,CLODIUS PARNASSIAN
train/Image_394.jpg,SOOTYWING
train/Image_395.jpg,GREAT EGGFLY
train/Image_396.jpg,CABBAGE WHITE
train/Image_397.jpg,MOURNING CLOAK
train/Image_398.jpg,SLEEPY ORANGE
train/Image_399.jpg,GREAT EGGFLY
train/Image_400.jpg,BLUE SPOTTED CROW
train/Image_401.jpg,IPHICLUS SISTER
train/Image_402.jpg,RED POSTMAN
train/Image_403.jpg,MILBERTS TORTOISESHELL
train/Image_404.jpg,BLACK HAIRSTREAK
train/Image_405.jpg,GREAT EGGFLY
train/Image_406.jpg,BROWN SIPROETA
train/Image_407.jpg,ZEBRA LONG WING
train/Image_408.jpg,BANDED ORANGE HELICONIAN
train/Image_409.jpg,MONARCH
train/Image_410.jpg,BANDED PEACOCK
train/Image_411.jpg,PINE WHITE
train/Image_412.jpg,TROPICAL LEAFWING
train/Image_413.jpg,MOURNING CLOAK
train/Image_414.jpg,BLUE MORPHO
train/Image_415.jpg,VICEROY
train/Image_416.jpg,GREY HAIRSTREAK
train/Image_417.jpg,APPOLLO
train/Image_418.jpg,ZEBRA LONG WING
train/Image_419.jpg,PURPLE HAIRSTREAK
train/Image_420.jpg,BLUE MORPHO
train/Image_421.jpg,CAIRNS BIRDWING
train/Image_422.jpg,CABBAGE WHITE
train/Image_423.jpg,JULIA
train/Image_424.jpg,EASTERN PINE ELFIN
train/Image_425.jpg,COMMON BANDED AWL
train/Image_426.jpg,PAPER KITE
train/Image_427.jpg,METALMARK
train/Image_428.jpg,AFRICAN GIANT SWALLOWTAIL
train/Image_429.jpg,RED POSTMAN
train/Image_430.jpg,BROWN SIPROETA
train/Image_431.jpg,GREY HAIRSTREAK
train/Image_432.jpg,ORANGE OAKLEAF
train/Image_433.jpg,DANAID EGGFLY
train/Image_434.jpg,EASTERN DAPPLE WHITE
train/Image_435.jpg,YELLOW SWALLOW TAIL
train/Image_436.jpg,ORCHARD SWALLOW
train/Image_437.jpg,PURPLE HAIRSTREAK
train/Image_438.jpg,AFRICAN GIANT SWALLOWTAIL
train/Image_439.jpg,RED ADMIRAL
train/Image_440.jpg,EASTERN PINE ELFIN
train/Image_441.jpg,RED SPOTTED PURPLE
train/Image_442.jpg,SILVER SPOT SKIPPER
train/Image_443.jpg,BANDED ORANGE HELICONIAN
train/Image_444.jpg,PURPLISH COPPER
train/Image_445.jpg,GREAT JAY
train/Image_446.jpg,PURPLE HAIRSTREAK
train/Image_447.jpg,SOOTYWING
train/Image_448.jpg,BROWN SIPROETA
train/Image_449.jpg,ORANGE OAKLEAF
train/Image_450.jpg,VICEROY
train/Image_451.jpg,CAIRNS BIRDWING
train/Image_452.jpg,ADONIS
train/Image_453.jpg,SILVER SPOT SKIPPER
train/Image_454.jpg,SLEEPY ORANGE
train/Image_455.jpg,CLODIUS PARNASSIAN
train/Image_456.jpg,POPINJAY
train/Image_457.jpg,PAINTED LADY
train/Image_458.jpg,BANDED ORANGE HELICONIAN
train/Image_459.jpg,COMMON WOOD-NYMPH
train/Image_460.jpg,GREY HAIRSTREAK
train/Image_461.jpg,ADONIS
train/Image_462.jpg,RED POSTMAN
train/Image_463.jpg,RED SPOTTED PURPLE
train/Image_464.jpg,GREY HAIRSTREAK
train/Image_465.jpg,AN 88
train/Image_466.jpg,AFRICAN GIANT SWALLOWTAIL
train/Image_467.jpg,SOUTHERN DOGFACE
train/Image_468.jpg,AMERICAN SNOOT
train/Image_469.jpg,DANAID EGGFLY
train/Image_470.jpg,MALACHITE
train/Image_471.jpg,BROWN SIPROETA
train/Image_472.jpg,ATALA
train/Image_473.jpg,APPOLLO
train/Image_474.jpg,MESTRA
train/Image_475.jpg,PIPEVINE SWALLOW
train/Image_476.jpg,CLODIUS PARNASSIAN
train/Image_477.jpg,ULYSES
train/Image_478.jpg,CRECENT
train/Image_479.jpg,GREAT JAY
train/Image_480.jpg,JULIA
train/Image_481.jpg,PAPER KITE
train/Image_482.jpg,EASTERN DAPPLE WHITE
train/Image_483.jpg,ZEBRA LONG WING
train/Image_484.jpg,BLUE MORPHO
train/Image_485.jpg,RED CRACKER
train/Image_486.jpg,PEACOCK
train/Image_487.jpg,COMMON WOOD-NYMPH
train/Image_488.jpg,CHECQUERED SKIPPER
train/Image_489.jpg,BLACK HAIRSTREAK
train/Image_490.jpg,MILBERTS TORTOISESHELL
train/Image_491.jpg,TWO BARRED FLASHER
train/Image_492.jpg,ORCHARD SWALLOW
train/Image_493.jpg,IPHICLUS SISTER
train/Image_494.jpg,MOURNING CLOAK
train/Image_495.jpg,EASTERN PINE ELFIN
train/Image_496.jpg,METALMARK
train/Image_497.jpg,RED SPOTTED PURPLE
train/Image_498.jpg,MONARCH
train/Image_499.jpg,DANAID EGGFLY
train/Image_500.jpg,LARGE MARBLE
train/Image_501.jpg,METALMARK
train/Image_502.jpg,ULYSES
train/Image_503.jpg,COMMON WOOD-NYMPH
train/Image_504.jpg,AFRICAN GIANT SWALLOWTAIL
train/Image_505.jpg,BLACK HAIRSTREAK
train/Image_506.jpg,QUESTION MARK
train/Image_507.jpg,BANDED PEACOCK
train/Image_508.jpg,METALMARK
train/Image_509.jpg,BROWN SIPROETA
train/Image_510.jpg,ORANGE TIP
train/Image_511.jpg,COPPER TAIL
train/Image_512.jpg,POPINJAY
train/Image_513.jpg,INDRA SWALLOW
train/Image_514.jpg,ORCHARD SWALLOW
train/Image_515.jpg,YELLOW SWALLOW TAIL
train/Image_516.jpg,CAIRNS BIRDWING
train/Image_517.jpg,EASTERN PINE ELFIN
train/Image_518.jpg,JULIA
train/Image_519.jpg,RED CRACKER
train/Image_520.jpg,EASTERN DAPPLE WHITE
train/Image_521.jpg,BROWN SIPROETA
train/Image_522.jpg,MANGROVE SKIPPER
train/Image_523.jpg,RED CRACKER
train/Image_524.jpg,GREY HAIRSTREAK
train/Image_525.jpg,CAIRNS BIRDWING
train/Image_526.jpg,GREEN CELLED CATTLEHEART
train/Image_527.jpg,ORANGE TIP
train/Image_528.jpg,PEACOCK
train/Image_529.jpg,BROWN SIPROETA
train/Image_530.jpg,ZEBRA LONG WING
train/Image_531.jpg,ULYSES
train/Image_532.jpg,CLEOPATRA
train/Image_533.jpg,CHECQUERED SKIPPER
train/Image_534.jpg,AMERICAN SNOOT
train/Image_535.jpg,AN 88
train/Image_536.jpg,RED SPOTTED PURPLE
train/Image_537.jpg,EASTERN PINE ELFIN
train/Image_538.jpg,POPINJAY
train/Image_539.jpg,METALMARK
train/Image_540.jpg,APPOLLO
train/Image_541.jpg,COPPER TAIL
train/Image_542.jpg,GREAT JAY
train/Image_543.jpg,RED CRACKER
train/Image_544.jpg,MOURNING CLOAK
train/Image_545.jpg,METALMARK
train/Image_546.jpg,PEACOCK
train/Image_547.jpg,ATALA
train/Image_548.jpg,CRECENT
train/Image_549.jpg,GREEN CELLED CATTLEHEART
train/Image_550.jpg,INDRA SWALLOW
train/Image_551.jpg,APPOLLO
train/Image_552.jpg,EASTERN PINE ELFIN
train/Image_553.jpg,TROPICAL LEAFWING
train/Image_554.jpg,EASTERN PINE ELFIN
train/Image_555.jpg,ADONIS
train/Image_556.jpg,POPINJAY
train/Image_557.jpg,EASTERN COMA
train/Image_558.jpg,ORCHARD SWALLOW
train/Image_559.jpg,IPHICLUS SISTER
train/Image_560.jpg,RED POSTMAN
train/Image_561.jpg,EASTERN DAPPLE WHITE
train/Image_562.jpg,GREEN CELLED CATTLEHEART
train/Image_563.jpg,AMERICAN SNOOT
train/Image_564.jpg,BECKERS WHITE
train/Image_565.jpg,RED SPOTTED PURPLE
train/Image_566.jpg,SLEEPY ORANGE
train/Image_567.jpg,BANDED ORANGE HELICONIAN
train/Image_568.jpg,RED POSTMAN
train/Image_569.jpg,DANAID EGGFLY
train/Image_570.jpg,SOUTHERN DOGFACE
train/Image_571.jpg,PURPLISH COPPER
train/Image_572.jpg,ZEBRA LONG WING
train/Image_573.jpg,METALMARK
train/Image_574.jpg,CHESTNUT
train/Image_575.jpg,COMMON WOOD-NYMPH
train/Image_576.jpg,RED SPOTTED PURPLE
train/Image_577.jpg,SOOTYWING
train/Image_578.jpg,CRECENT
train/Image_579.jpg,BLACK HAIRSTREAK
train/Image_580.jpg,BECKERS WHITE
train/Image_581.jpg,ORCHARD SWALLOW
train/Image_582.jpg,MILBERTS TORTOISESHELL
train/Image_583.jpg,ELBOWED PIERROT
train/Image_584.jpg,PURPLE HAIRSTREAK
train/Image_585.jpg,PINE WHITE
train/Image_586.jpg,TROPICAL LEAFWING
train/Image_587.jpg,CLODIUS PARNASSIAN
train/Image_588.jpg,MOURNING CLOAK
train/Image_589.jpg,ZEBRA LONG WING
train/Image_590.jpg,MILBERTS TORTOISESHELL
train/Image_591.jpg,RED CRACKER
train/Image_592.jpg,SOOTYWING
train/Image_593.jpg,CLODIUS PARNASSIAN
train/Image_594.jpg,VICEROY
train/Image_595.jpg,CRIMSON PATCH
train/Image_596.jpg,GREEN CELLED CATTLEHEART
train/Image_597.jpg,ATALA
train/Image_598.jpg,CHESTNUT
train/Image_599.jpg,RED SPOTTED PURPLE
train/Image_600.jpg,AFRICAN GIANT SWALLOWTAIL
train/Image_601.jpg,TROPICAL LEAFWING
train/Image_602.jpg,MESTRA
train/Image_603.jpg,RED POSTMAN
train/Image_604.jpg,MANGROVE SKIPPER
train/Image_605.jpg,ZEBRA LONG WING
train/Image_606.jpg,CABBAGE WHITE
train/Image_607.jpg,INDRA SWALLOW
train/Image_608.jpg,INDRA SWALLOW
train/Image_609.jpg,CRECENT
train/Image_610.jpg,SLEEPY ORANGE
train/Image_611.jpg,CAIRNS BIRDWING
train/Image_612.jpg,VICEROY
train/Image_613.jpg,BECKERS WHITE
train/Image_614.jpg,EASTERN COMA
train/Image_615.jpg,PAINTED LADY
train/Image_616.jpg,SILVER SPOT SKIPPER
train/Image_617.jpg,CLODIUS PARNASSIAN
train/Image_618.jpg,MESTRA
train/Image_619.jpg,SCARCE SWALLOW
train/Image_620.jpg,LARGE MARBLE
train/Image_621.jpg,AFRICAN GIANT SWALLOWTAIL
train/Image_622.jpg,MILBERTS TORTOISESHELL
train/Image_623.jpg,GREAT JAY
train/Image_624.jpg,ADONIS
train/Image_625.jpg,MOURNING CLOAK
train/Image_626.jpg,COMMON WOOD-NYMPH
train/Image_627.jpg,ORANGE TIP
train/Image_628.jpg,ORANGE OAKLEAF
train/Image_629.jpg,CHECQUERED SKIPPER
train/Image_630.jpg,COMMON WOOD-NYMPH
train/Image_631.jpg,ORANGE TIP
train/Image_632.jpg,APPOLLO
train/Image_633.jpg,BANDED ORANGE HELICONIAN
train/Image_634.jpg,DANAID EGGFLY
train/Image_635.jpg,COPPER TAIL
